Species,Authority,Family,Seed bank type,Number of records,Max longevity (y),Minimum density per sq m,Maximum density per sq m,Mean density per sq m,Depth (cm),Method,Source code
Ranunculus ficaria,L.,RANUNCULACEAE,1,2,,0,0,0,10,5,126
Ranunculus ficaria,L.,RANUNCULACEAE,1,2,,0,0,0,12.5,5,126
Ranunculus ficaria,L.,RANUNCULACEAE,1,2,,0,0,0,4,5,176
Ranunculus ficaria,L.,RANUNCULACEAE,1,6,,0,0,0,3,5,208
Ranunculus ficaria,L.,RANUNCULACEAE,1,3,,0,0,0,6,5,208
Ranunculus ficaria,L.,RANUNCULACEAE,1,1,,0,0,0,5,5,220
Ranunculus ficaria,L.,RANUNCULACEAE,1,3,,0,0,0,10,5,255
Ranunculus ficaria,L.,RANUNCULACEAE,1,2,,0,0,0,15,5,257
Ranunculus ficaria,L.,RANUNCULACEAE,1,1,,0,0,0,3,7,235
Ranunculus flammula,L.,RANUNCULACEAE,1,1,,0,0,0,20,4,225
Ranunculus flammula,L.,RANUNCULACEAE,1,3,,0,0,0,6,5,99
Ranunculus flammula,L.,RANUNCULACEAE,1,1,,0,0,0,6.5,5,128
Ranunculus flammula,L.,RANUNCULACEAE,1,1,,0,0,0,12,5,174
Ranunculus flammula,L.,RANUNCULACEAE,1,6,,0,0,0,3,5,208
Ranunculus flammula,L.,RANUNCULACEAE,1,5,,0,130,33,2,7,99
Ranunculus flammula,L.,RANUNCULACEAE,2,1,3,-,-,-,7.5,2,199
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,1200,1200,1200,20,4,225
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,260,260,260,40,5,11
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,2,2,2,15,5,32
Ranunculus flammula,L.,RANUNCULACEAE,2,2,,958,4919,2939,30,5,45
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,260,260,260,6,5,99
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,80,80,80,6.5,5,128
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,15,15,15,12,5,174
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,2094,2094,2094,6,5,208
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,31,31,31,5,5,244
Ranunculus flammula,L.,RANUNCULACEAE,2,1,,450,450,450,10,5,255
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,364,364,364,6,5,11
Ranunculus flammula,L.,RANUNCULACEAE,3,4,,312,572,390,10,5,27
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,32,32,32,30,5,45
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,416,416,416,6,5,99
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,285,285,285,50,5,107
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,1254,1254,1254,20,5,107
Ranunculus flammula,L.,RANUNCULACEAE,3,1,,6042,6042,6042,30,5,107
Ranunculus flammula,L.,RANUNCULACEAE,3,5,,877,1868,1341,6,5,208
Ranunculus flammula,L.,RANUNCULACEAE,3,2,,823,858,841,16,5,216
Ranunculus flammula,L.,RANUNCULACEAE,4,1,,767,767,767,3,5,96
Ranunculus flammula,L.,RANUNCULACEAE,4,2,,60,260,160,6.5,5,128
Ranunculus flammula,L.,RANUNCULACEAE,4,2,,126,906,516,17.8,5,155
Ranunculus flammula,L.,RANUNCULACEAE,4,1,,1454,1454,1454,12,5,174
Ranunculus flammula,L.,RANUNCULACEAE,4,3,,623,1075,849,3,5,208
Ranunculus glacialis,L.,RANUNCULACEAE,1,1,,0,0,0,5,5,55
Ranunculus glacialis,L.,RANUNCULACEAE,4,1,,24,24,24,5,5,55
Ranunculus lanuginosus,L.,RANUNCULACEAE,1,2,,0,0,0,4,5,176
Ranunculus lingua,L.,RANUNCULACEAE,1,1,,0,0,0,50,5,216
Ranunculus montanus,Willd.,RANUNCULACEAE,1,2,,0,0,0,5,5,55
Ranunculus nivalis,L.,RANUNCULACEAE,1,1,,0,0,0,5,5,55
Ranunculus parviflorus,L.,RANUNCULACEAE,1,2,,0,0,0,3,5,132
Ranunculus parviflorus,L.,RANUNCULACEAE,4,1,,213,213,213,3,5,132
Ranunculus peltatus,Schrank,RANUNCULACEAE,2,2,,67,133,100,3,5,96
Ranunculus penicillatus,(Dumort.) Bab.,RANUNCULACEAE,4,2,,50,233,142,3,5,96
Ranunculus repens,L.,RANUNCULACEAE,1,3,,0,0,0,25,4,36
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,10,4,88
Ranunculus repens,L.,RANUNCULACEAE,1,11,,0,0,0,20,4,225
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,10,5,27
Ranunculus repens,L.,RANUNCULACEAE,1,4,,104,104,104,6,5,28
Ranunculus repens,L.,RANUNCULACEAE,1,1,,32,32,32,30,5,45
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,20,5,67
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,6.5,5,68
Ranunculus repens,L.,RANUNCULACEAE,1,2,,72,72,72,13,5,68
Ranunculus repens,L.,RANUNCULACEAE,1,3,,0,0,0,5,5,69
Ranunculus repens,L.,RANUNCULACEAE,1,3,,0,0,0,3,5,96
Ranunculus repens,L.,RANUNCULACEAE,1,1,,417,417,417,20,5,97
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,6,5,99
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,10,5,126
Ranunculus repens,L.,RANUNCULACEAE,1,3,,0,0,0,6.5,5,128
Ranunculus repens,L.,RANUNCULACEAE,1,2,,0,0,0,10,5,150
Ranunculus repens,L.,RANUNCULACEAE,1,3,,0,0,0,3,5,208
Ranunculus repens,L.,RANUNCULACEAE,1,1,,80,80,80,25,5,219
Ranunculus repens,L.,RANUNCULACEAE,1,1,,0,0,0,5,5,244
Ranunculus repens,L.,RANUNCULACEAE,1,6,,0,0,0,10,5,255
Ranunculus repens,L.,RANUNCULACEAE,1,7,,53,333,127,8,7,275
Ranunculus repens,L.,RANUNCULACEAE,2,1,,10,10,10,25,4,36
Ranunculus repens,L.,RANUNCULACEAE,2,2,,2150,2400,2275,20,5,4
Ranunculus repens,L.,RANUNCULACEAE,2,2,,260,2704,1482,40,5,11
Ranunculus repens,L.,RANUNCULACEAE,2,7,,1456,9256,4762,6,5,11
Ranunculus repens,L.,RANUNCULACEAE,2,3,>2,78,442,217,6,5,28
Ranunculus repens,L.,RANUNCULACEAE,2,1,,3,3,3,15,5,32
Ranunculus repens,L.,RANUNCULACEAE,2,5,,215,24919,6288,30,5,45
Ranunculus repens,L.,RANUNCULACEAE,2,1,,700,700,700,20,5,69
Ranunculus repens,L.,RANUNCULACEAE,2,1,,10100,10100,10100,12,5,81
Ranunculus repens,L.,RANUNCULACEAE,2,1,,67,67,67,3,5,96
Ranunculus repens,L.,RANUNCULACEAE,2,1,,1824,1824,1824,30,5,107
Ranunculus repens,L.,RANUNCULACEAE,2,1,,433,433,433,8,5,108
Ranunculus repens,L.,RANUNCULACEAE,2,1,,150,150,150,15,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,180,180,180,11,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,187,187,187,12,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,188,188,188,17,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,337,337,337,27,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,617,617,617,10,5,162
Ranunculus repens,L.,RANUNCULACEAE,2,1,,481,481,481,3,5,208
Ranunculus repens,L.,RANUNCULACEAE,2,1,,82,82,82,5,5,222
Ranunculus repens,L.,RANUNCULACEAE,2,10,,38,675,232,10,5,255
Ranunculus repens,L.,RANUNCULACEAE,2,1,,0,0,0,5,6,170
Ranunculus repens,L.,RANUNCULACEAE,2,5,,36,2044,730,2,7,99
Ranunculus repens,L.,RANUNCULACEAE,2,2,,3,8,6,3,7,235
Ranunculus repens,L.,RANUNCULACEAE,2,5,,225,766,425,8,7,275
Ranunculus repens,L.,RANUNCULACEAE,3,1,>20,-,-,-,13,1,133
Ranunculus repens,L.,RANUNCULACEAE,3,2,>20,-,-,-,26,1,133
Ranunculus repens,L.,RANUNCULACEAE,3,1,>20,-,-,-,39,1,133
Ranunculus repens,L.,RANUNCULACEAE,3,3,>5,-,-,-,7.5,2,199
Ranunculus repens,L.,RANUNCULACEAE,3,1,>26,156,156,156,12,4,51
Ranunculus repens,L.,RANUNCULACEAE,3,1,>10,2,2,2,10,4,241
Ranunculus repens,L.,RANUNCULACEAE,3,3,,200,550,433,20,5,4
Ranunculus repens,L.,RANUNCULACEAE,3,1,>14,1092,1092,1092,6,5,11
Ranunculus repens,L.,RANUNCULACEAE,3,2,,832,13780,7306,6,5,11
Ranunculus repens,L.,RANUNCULACEAE,3,7,,260,10920,5170,10,5,27
Ranunculus repens,L.,RANUNCULACEAE,3,1,,32,32,32,30,5,29
Ranunculus repens,L.,RANUNCULACEAE,3,4,,484,18245,5527,30,5,45
Ranunculus repens,L.,RANUNCULACEAE,3,1,,1600,1600,1600,30,5,66
Ranunculus repens,L.,RANUNCULACEAE,3,1,,100,100,100,6.5,5,68
Ranunculus repens,L.,RANUNCULACEAE,3,6,,417,3646,1250,20,5,97
Ranunculus repens,L.,RANUNCULACEAE,3,5,,156,1872,655,6,5,99
Ranunculus repens,L.,RANUNCULACEAE,3,1,,513,513,513,20,5,107
Ranunculus repens,L.,RANUNCULACEAE,3,1,,513,513,513,50,5,107
Ranunculus repens,L.,RANUNCULACEAE,3,1,,912,912,912,30,5,107
Ranunculus repens,L.,RANUNCULACEAE,3,1,>45,44,44,44,16,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,2,>40,44,78,61,24,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,1,>35,167,167,167,24,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,1,>45,311,311,311,16,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,1,>20,433,433,433,24,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,1,>15,700,700,700,24,5,168
Ranunculus repens,L.,RANUNCULACEAE,3,1,>100,78,78,78,32,5,169
Ranunculus repens,L.,RANUNCULACEAE,3,2,,453,566,510,3,5,208
Ranunculus repens,L.,RANUNCULACEAE,3,9,,198,5151,1644,6,5,208
Ranunculus repens,L.,RANUNCULACEAE,3,1,,76,76,76,70,5,219
Ranunculus repens,L.,RANUNCULACEAE,3,1,,80,80,80,15,5,257
Ranunculus repens,L.,RANUNCULACEAE,4,1,,80,80,80,30,4,13
Ranunculus repens,L.,RANUNCULACEAE,4,1,,10,10,10,25,4,36
Ranunculus repens,L.,RANUNCULACEAE,4,1,,938,938,938,5,4,88
Ranunculus repens,L.,RANUNCULACEAE,4,2,,1200,1600,1400,20,4,225
Ranunculus repens,L.,RANUNCULACEAE,4,1,,75,75,75,7,5,58
Ranunculus repens,L.,RANUNCULACEAE,4,6,,160,1008,600,5,5,69
Ranunculus repens,L.,RANUNCULACEAE,4,1,,83,83,83,3,5,96
Ranunculus repens,L.,RANUNCULACEAE,4,1,,42,42,42,5,5,98
Ranunculus repens,L.,RANUNCULACEAE,4,13,,312,8840,3108,6,5,99
Ranunculus repens,L.,RANUNCULACEAE,4,2,,25,28,27,10,5,110
Ranunculus repens,L.,RANUNCULACEAE,4,1,,28,28,28,20,5,111
Ranunculus repens,L.,RANUNCULACEAE,4,3,,140,260,193,6.5,5,128
Ranunculus repens,L.,RANUNCULACEAE,4,4,,77,13881,5505,17.8,5,155
Ranunculus repens,L.,RANUNCULACEAE,4,6,,396,2038,1146,3,5,208
Ranunculus repens,L.,RANUNCULACEAE,4,2,,2599,3119,2859,50,5,216
Ranunculus repens,L.,RANUNCULACEAE,4,9,,71,1857,526,5,5,222
Ranunculus repens,L.,RANUNCULACEAE,4,1,,63,63,63,5,5,244
Ranunculus repens,L.,RANUNCULACEAE,4,13,,263,2800,1061,10,5,255
Ranunculus repens,L.,RANUNCULACEAE,4,1,,571,571,571,25,5,260
Ranunculus repens,L.,RANUNCULACEAE,4,1,,249,249,249,15,5,267
Ranunculus repens,L.,RANUNCULACEAE,4,2,,4,7,5,3,7,235
Ranunculus reptans,L.,RANUNCULACEAE,2,1,,162,162,162,0.538,5,269
Ranunculus sceleratus,L.,RANUNCULACEAE,1,2,,53,70,62,8,7,275
Ranunculus sceleratus,L.,RANUNCULACEAE,2,1,,1,1,1,2,5,113
Ranunculus sceleratus,L.,RANUNCULACEAE,2,8,,37,3892,686,5,5,177
Ranunculus sceleratus,L.,RANUNCULACEAE,2,1,,50,50,50,5,5,244
Ranunculus sceleratus,L.,RANUNCULACEAE,2,1,,18,18,18,3,7,235
Ranunculus sceleratus,L.,RANUNCULACEAE,3,1,>5,-,-,-,5,1,246
Ranunculus sceleratus,L.,RANUNCULACEAE,3,2,>5,-,-,-,7.5,2,199
Ranunculus sceleratus,L.,RANUNCULACEAE,3,1,>50,-,-,-,50,3,115
Ranunculus sceleratus,L.,RANUNCULACEAE,3,1,,110,110,110,32,5,131
Ranunculus sceleratus,L.,RANUNCULACEAE,3,1,,360,360,360,10,5,131
Ranunculus sceleratus,L.,RANUNCULACEAE,4,2,,712,1040,876,12,4,230
Ranunculus sceleratus,L.,RANUNCULACEAE,4,1,,61,61,61,5,5,166
Ranunculus sceleratus,L.,RANUNCULACEAE,4,1,,173,173,173,5,5,177
Ranunculus serpens,Schrank,RANUNCULACEAE,1,2,,0,0,0,5,5,69
Ranunculus serpens,Schrank,RANUNCULACEAE,1,6,,0,0,0,10,5,255
Ranunculus serpens,Schrank,RANUNCULACEAE,4,1,,38,38,38,10,5,255
Thalictrum alpinum,L.,RANUNCULACEAE,4,1,,30,30,30,20,5,191
Thalictrum aquilegiifolium,L.,RANUNCULACEAE,1,1,,0,0,0,5,6,170
Thalictrum flavum,L.,RANUNCULACEAE,3,1,,23,23,23,10,5,252
Trollius europaeus,L.,RANUNCULACEAE,1,4,,0,0,0,10,5,255
Reseda alba,L.,RESEDACEAE,2,1,,30,30,30,10,4,22
Reseda lutea,L.,RESEDACEAE,2,1,,456,456,456,12,5,81
Reseda lutea,L.,RESEDACEAE,2,2,,233,617,425,3,5,96
Reseda lutea,L.,RESEDACEAE,4,1,,340,340,340,10,5,86
Reseda luteola,L.,RESEDACEAE,2,1,,313,313,313,10,5,110
Reseda luteola,L.,RESEDACEAE,3,1,>5,-,-,-,7.5,2,196
Reseda luteola,L.,RESEDACEAE,4,2,,56,166,111,10,5,110
Frangula alnus,Miller,RHAMNACEAE,1,2,,0,0,0,16,5,216
Frangula alnus,Miller,RHAMNACEAE,1,1,,0,0,0,5,5,248
Frangula alnus,Miller,RHAMNACEAE,1,1,,0,0,0,10,5,255
Agrimonia eupatoria,L.,ROSACEAE,1,1,,0,0,0,6,5,67
Agrimonia eupatoria,L.,ROSACEAE,1,1,,0,0,0,20,5,97
Agrimonia eupatoria,L.,ROSACEAE,1,2,,0,0,0,6,5,181
Agrimonia eupatoria,L.,ROSACEAE,1,1,,0,0,0,10,5,181
Agrimonia eupatoria,L.,ROSACEAE,1,1,,0,0,0,13,5,183
Agrimonia eupatoria,L.,ROSACEAE,1,2,,0,0,0,10,5,255
Agrimonia eupatoria,L.,ROSACEAE,1,1,,0,0,0,6.5,7,182
Agrimonia eupatoria,L.,ROSACEAE,2,1,2,-,-,-,7.5,2,196
Alchemilla alpina,L.,ROSACEAE,1,3,,0,0,0,20,5,97
Alchemilla vulgaris,,ROSACEAE,1,1,,0,0,0,6.5,5,68
Alchemilla vulgaris,,ROSACEAE,1,1,,0,0,0,6.5,5,128
Alchemilla vulgaris,,ROSACEAE,1,26,,0,0,0,10,5,255
Alchemilla vulgaris,,ROSACEAE,3,1,,60,60,60,13,5,68
Amelanchier lamarckii,F.-G. Schroeder,ROSACEAE,1,5,,0,0,0,5,5,222
Amelanchier ovalis,Medicus,ROSACEAE,4,1,,113,113,113,10,5,255
Aphanes arvensis,L.,ROSACEAE,1,3,,0,0,0,25,4,36
Aphanes arvensis,L.,ROSACEAE,1,1,,0,0,0,1,5,96
Aphanes arvensis,L.,ROSACEAE,1,1,,0,0,0,3,5,96
Aphanes arvensis,L.,ROSACEAE,2,1,,24,24,24,25,4,36
Aphanes arvensis,L.,ROSACEAE,2,1,,256,256,256,5,5,69
Aphanes arvensis,L.,ROSACEAE,2,1,,50,50,50,3,5,96
Aphanes arvensis,L.,ROSACEAE,2,2,,154,469,312,10,5,110
Aphanes arvensis,L.,ROSACEAE,2,1,,151,151,151,17.8,5,155
Aphanes arvensis,L.,ROSACEAE,2,4,,150,975,400,10,5,255
Aphanes arvensis,L.,ROSACEAE,2,1,,486,486,486,50,5,260
Aphanes arvensis,L.,ROSACEAE,2,1,,7,7,7,3,7,235
Aphanes arvensis,L.,ROSACEAE,3,1,>58,43,43,43,30,5,29
Aphanes arvensis,L.,ROSACEAE,3,1,,2756,2756,2756,30,5,29
Aphanes arvensis,L.,ROSACEAE,3,1,,7,7,7,20,5,40
Aphanes arvensis,L.,ROSACEAE,3,2,,32,54,43,30,5,45
Aphanes arvensis,L.,ROSACEAE,3,1,>40,86,86,86,30,5,45
Aphanes arvensis,L.,ROSACEAE,3,1,>8,484,484,484,30,5,45
Aphanes arvensis,L.,ROSACEAE,3,1,>6,1109,1109,1109,30,5,45
Aphanes arvensis,L.,ROSACEAE,3,2,>20,33,100,67,24,5,168
Aphanes arvensis,L.,ROSACEAE,4,15,,80,5847,1376,30,4,13
Aphanes arvensis,L.,ROSACEAE,4,7,,67,6409,2857,15,4,30
Aphanes arvensis,L.,ROSACEAE,4,2,,54,5592,2823,15,4,31
Aphanes arvensis,L.,ROSACEAE,4,4,,12,32,18,25,4,36
Aphanes arvensis,L.,ROSACEAE,4,1,,289,289,289,20,4,111
Aphanes arvensis,L.,ROSACEAE,4,2,,42,63,53,10,5,15
Aphanes arvensis,L.,ROSACEAE,4,1,,91,91,91,10,5,110
Aphanes arvensis,L.,ROSACEAE,4,1,,1951,1951,1951,15,5,207
Aphanes arvensis,L.,ROSACEAE,4,1,,400,400,400,10,5,255
Aphanes arvensis,L.,ROSACEAE,4,1,,242,242,242,25,5,260
Aphanes inexspectata,Lippert,ROSACEAE,4,4,,413,1200,744,3,5,132
Crataegus laevigata,(Poiret) DC.,ROSACEAE,1,3,,0,0,0,6,5,181
Crataegus laevigata,(Poiret) DC.,ROSACEAE,1,1,,0,0,0,10,5,181
Crataegus laevigata,(Poiret) DC.,ROSACEAE,1,4,,0,0,0,10,5,255
Crataegus monogyna,Jacq.,ROSACEAE,1,1,,0,0,0,20,4,225
Crataegus monogyna,Jacq.,ROSACEAE,1,1,,0,0,0,7,5,58
Crataegus monogyna,Jacq.,ROSACEAE,1,1,,0,0,0,1,5,96
Crataegus monogyna,Jacq.,ROSACEAE,1,4,,0,0,0,3,5,96
Crataegus monogyna,Jacq.,ROSACEAE,1,2,,0,0,0,10,5,110
Crataegus monogyna,Jacq.,ROSACEAE,1,4,,0,0,0,10,5,255
Crataegus monogyna,Jacq.,ROSACEAE,1,2,,0,0,0,15,5,257
Crataegus monogyna,Jacq.,ROSACEAE,1,1,,0,0,0,3,7,235
Dryas octopetala,L.,ROSACEAE,1,1,,0,0,0,5,5,55
Dryas octopetala,L.,ROSACEAE,1,2,,0,0,0,20,5,191
Dryas octopetala,L.,ROSACEAE,4,1,,10,10,10,5,5,71
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,0,-,-,-,10,3,216
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,,0,0,0,5,4,88
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,8,,0,0,0,20,4,225
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,2,,0,0,0,6.5,5,68
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,2,,0,0,0,13,5,68
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,,0,0,0,3,5,96
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,4,,0,0,0,6,5,99
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,5,,0,0,0,6.5,5,128
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,8,,0,0,0,10,5,149
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,5,,0,0,0,10,5,150
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,3,,0,0,0,10,5,152
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,4,,0,0,0,12,5,174
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,5,,142,142,142,6,5,208
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,7,,198,226,212,3,5,208
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,,0,0,0,10,5,252
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,10,,0,0,0,10,5,255
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,,0,0,0,15,5,257
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,5,,0,91,18,2,7,99
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,2,,3,3,3,3,7,235
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,1,1,,250,250,250,8,7,275
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,2,>1,-,-,-,,1,275
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,3,1,-,-,-,,1,275
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,1,1,-,-,-,10,3,216
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,1,,260,260,260,6,5,99
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,1,,226,226,226,6,5,208
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,2,1,,509,509,509,3,5,208
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,2,,50,1750,900,3,5,96
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,1,,146,146,146,10,5,150
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,1,,1404,1404,1404,10,5,152
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,2,,19,37,28,12,5,174
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,4,,85,679,248,3,5,208
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,1,,103,103,103,16,5,216
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,1,,780,780,780,50,5,216
Filipendula ulmaria,(L.) Maxim.,ROSACEAE,4,3,,50,125,92,10,5,255
Filipendula vulgaris,Moench,ROSACEAE,1,1,,0,0,0,8.5,4,254
Filipendula vulgaris,Moench,ROSACEAE,1,9,,0,0,0,10,5,150
Filipendula vulgaris,Moench,ROSACEAE,1,19,,0,0,0,10,5,152
Filipendula vulgaris,Moench,ROSACEAE,1,1,,0,0,0,3,7,235
Fragaria vesca,L.,ROSACEAE,1,2,,0,0,0,5,5,19
Fragaria vesca,L.,ROSACEAE,1,2,,0,0,0,3,5,96
Fragaria vesca,L.,ROSACEAE,1,1,,0,0,0,12.5,5,126
Fragaria vesca,L.,ROSACEAE,1,1,,0,0,0,10,5,150
Fragaria vesca,L.,ROSACEAE,1,6,,0,0,0,10,5,152
Fragaria vesca,L.,ROSACEAE,1,1,,0,0,0,12,5,171
Fragaria vesca,L.,ROSACEAE,1,1,,24,24,24,10,5,181
Fragaria vesca,L.,ROSACEAE,1,2,,0,0,0,10,5,184
Fragaria vesca,L.,ROSACEAE,1,1,,0,0,0,16,5,216
Fragaria vesca,L.,ROSACEAE,1,2,,0,0,0,5,6,170
Fragaria vesca,L.,ROSACEAE,2,1,,8,8,8,10,4,127
Fragaria vesca,L.,ROSACEAE,2,1,,1,1,1,15,5,32
Fragaria vesca,L.,ROSACEAE,2,1,,50,50,50,3,5,96
Fragaria vesca,L.,ROSACEAE,2,3,,33,133,74,16,5,168
Fragaria vesca,L.,ROSACEAE,2,2,,0,0,0,5,6,170
Fragaria vesca,L.,ROSACEAE,3,1,,388,388,388,20,5,67
Fragaria vesca,L.,ROSACEAE,3,1,,111,111,111,24,5,168
Fragaria vesca,L.,ROSACEAE,4,1,,17,17,17,7,5,58
Fragaria vesca,L.,ROSACEAE,4,5,,150,433,293,3,5,96
Fragaria vesca,L.,ROSACEAE,4,2,,28,127,78,5,5,122
Fragaria viridis,Duchesne,ROSACEAE,1,4,,0,0,0,10,5,255
Fragaria viridis,Duchesne,ROSACEAE,4,1,,4082,4082,4082,8.5,4,254
Geum montanum,L.,ROSACEAE,1,2,,0,0,0,5,4,91
Geum montanum,L.,ROSACEAE,1,1,,0,0,0,5,5,55
Geum rivale,L.,ROSACEAE,1,1,,0,0,0,6.5,5,68
Geum rivale,L.,ROSACEAE,1,1,,0,0,0,13,5,68
Geum rivale,L.,ROSACEAE,1,4,,0,0,0,6.5,5,128
Geum rivale,L.,ROSACEAE,1,7,,0,0,0,10,5,150
Geum rivale,L.,ROSACEAE,1,5,,0,0,0,10,5,152
Geum rivale,L.,ROSACEAE,1,1,,0,0,0,30,5,173
Geum rivale,L.,ROSACEAE,1,4,,0,0,0,10,5,255
Geum urbanum,L.,ROSACEAE,1,1,,0,0,0,20,4,225
Geum urbanum,L.,ROSACEAE,1,3,,0,0,0,6,5,49
Geum urbanum,L.,ROSACEAE,1,1,,0,0,0,7,5,58
Geum urbanum,L.,ROSACEAE,1,1,,0,0,0,20,5,67
Geum urbanum,L.,ROSACEAE,1,2,,0,0,0,12.5,5,126
Geum urbanum,L.,ROSACEAE,1,2,,0,0,0,4,5,176
Geum urbanum,L.,ROSACEAE,1,1,,0,0,0,10,5,255
Geum urbanum,L.,ROSACEAE,1,1,,0,0,0,15,5,257
Geum urbanum,L.,ROSACEAE,2,1,3,-,-,-,7.5,2,196
Geum urbanum,L.,ROSACEAE,2,1,,60,60,60,15,5,257
Geum urbanum,L.,ROSACEAE,4,1,,4,4,4,20,4,111
Geum urbanum,L.,ROSACEAE,4,1,,50,50,50,3,5,96
Potentilla anserina,L.,ROSACEAE,1,1,,0,0,0,20,4,111
Potentilla anserina,L.,ROSACEAE,1,1,,260,260,260,6,5,11
Potentilla anserina,L.,ROSACEAE,1,1,,0,0,0,3,5,96
Potentilla anserina,L.,ROSACEAE,1,1,,0,0,0,20,5,111
Potentilla anserina,L.,ROSACEAE,1,2,,0,0,0,7,5,112
Potentilla anserina,L.,ROSACEAE,1,4,,0,0,0,6.5,5,128
Potentilla anserina,L.,ROSACEAE,1,1,,0,0,0,6,5,151
Potentilla anserina,L.,ROSACEAE,1,3,,0,0,0,3,5,208
Potentilla anserina,L.,ROSACEAE,1,4,,0,0,0,6,5,208
Potentilla anserina,L.,ROSACEAE,2,1,,1456,1456,1456,6,5,11
Potentilla anserina,L.,ROSACEAE,2,1,,513,513,513,20,5,107
Potentilla anserina,L.,ROSACEAE,2,1,,37,37,37,5,5,177
Potentilla anserina,L.,ROSACEAE,2,2,,142,283,213,6,5,208
Potentilla anserina,L.,ROSACEAE,3,1,,285,285,285,30,5,107
Potentilla anserina,L.,ROSACEAE,4,1,,133,133,133,6,5,151
Potentilla argentea,L.,ROSACEAE,1,1,,0,0,0,11.5,5,134
Potentilla argentea,L.,ROSACEAE,3,1,,99,99,99,11.5,5,134
Potentilla argentea,L.,ROSACEAE,3,1,>40,1260,1260,1260,20,5,173
Potentilla argentea,L.,ROSACEAE,4,1,,28,28,28,20,4,111
Potentilla argentea,L.,ROSACEAE,4,1,,9286,9286,9286,8.5,4,254
Potentilla argentea,L.,ROSACEAE,4,1,,2400,2400,2400,15,5,249
Potentilla aurea,L.,ROSACEAE,1,2,,0,0,0,5,4,91
Potentilla aurea,L.,ROSACEAE,1,1,,0,0,0,5,5,55
